,Simulated Returns
876,-0.0717001117991024
877,408.13934724090365
878,-1.0000152188196811
879,-1.0004842970056824
880,-1.0174621030205018
881,-0.9999999999037422
882,-1.0000002671255122
883,-2.8043830553614226
884,-1.000003905005652
885,-1.0146755153862645
886,7004.121311942297
887,-1.000667958611463
888,-0.9998476153482133
889,-0.9992034612504382
890,-1.0000000000328937
891,-1.000134227537564
892,-0.9916651397182461
893,-1.0068056271484924
894,-0.9999996561392757
895,-0.9999999999999999
896,1087.1103560722488
897,-2254830.6370688174
898,-70745453.2366778
899,-2047.1563834502697
900,-0.393538365290074
901,-1.0019911909037316
902,-0.9999999999591902
903,-33691207302.608562
904,-178.59312366902654
905,-0.9999407047554765
906,-10.096996495562069
907,-1.000094821169064
908,88717.11362658652
909,-0.9999999539351448
910,-0.9866247268400945
911,0.6982693214929312
912,-1.0007198317171888
913,-0.9999999819798663
914,-0.9999882407860411
915,-1.0000000000000007
916,-0.9999996726282866
917,-0.9993765347259423
918,-0.9998818838972254
919,-0.9997859973100126
920,-1.001379842656591
921,-0.9948851585356319
922,269628.18516527023
923,-0.7670475723132026
924,422.01982311689306
925,-1.0119855617226028
926,-5.700487197760412
927,-1.000150778011216
928,-0.9982652091321651
929,-1.0000000046129898
930,-1.0000000000000102
931,2.347478456746251
932,-1.0000003971809486
933,-1.464127379265469
934,-10578235634401.23
935,-1.0000000000013054
936,290369.65569412784
937,-1.000034958742716
938,-0.98339753760284
939,439640.8598237095
940,-0.37729295678589403
941,-0.9927339435142417
942,-0.999959346711816
943,-0.999999999999749
944,-1.0000070417028055
945,61156.68462479958
946,5631718065.910064
947,5206.622320609958
948,85.22967326068958
949,-1.0000094461024611
950,-0.9998734863256031
951,-0.9999744305959342
952,-0.8891504531814248
953,-53.3556160704791
954,-4.747784634890991
955,6270677765.402667
956,68144088.84182467
957,-0.9999825669732187
958,-160.91146309012922
959,-1.160207657478273
960,-1.2401998931817269
961,-0.999454963165332
962,-221998043.8835382
963,-0.9999996511814668
964,-1.0120421541552436
965,-1.0000399386599004
966,-0.9999015920295188
967,4872710.405405382
968,-1.0764460000773772
969,-708.6836965199451
970,-1.000024930871269
971,32.098809644053865
972,-1118.4243888536041
973,-0.9999426339995979
974,-0.994625954503214
975,-0.9999999725408731
976,-0.9822048764404147
977,-21.197994537554518
978,-84.12500679940406
979,-0.6355878087814282
980,-14347489885.97776
981,-1.0000001697216279
982,-1.0000005565537189
983,-1.0002109105971135
984,-1.002320559520407
985,-0.9999999999321337
986,-1.0000001078176421
987,-1.001431272404859
988,-1.0000000000294473
989,-1.0000001813552784
990,69658583.41018118
991,-0.9999985931402339
992,-1.1375244616076674
993,-0.9999999784323299
994,-1.0000000003415777
995,-398.9422752455126
996,-1.001103227279613
997,-0.9611446793949641
998,2.0836618899294286
999,9.011025445236326
