Open,High,Low,Close,Adj Close,Volume
-1.8371159406159034,-1.8410407321355644,-1.8111132111129902,-1.807890298577867,-1.8095346461492998,0.4177332872382804
-1.8296754799245492,-1.8412031174510364,-1.8002929683215187,-1.8317885776715253,-1.832757660405927,0.6113863387916538
-1.8571477198426587,-1.846232111458849,-1.831267003503367,-1.8123918159226933,-1.8139084291529628,0.11243645804805301
-1.8076812196173586,-1.838607427789394,-1.7921983297164188,-1.8239314655018786,-1.8251226489102126,-0.057511848243972576
-1.8295936371026316,-1.8098931988116298,-1.7948415078814324,-1.784646903714256,-1.7869475914316406,0.35698541232651426
-1.7471766678275045,-1.761306324237232,-1.7201733631575344,-1.7319399626273515,-1.7357288689234698,1.0362142387979179
-1.7197041783885965,-1.743136744144327,-1.7032409914183948,-1.7262110993227808,-1.730162099761869,0.5099731805683773
-1.711200759095506,-1.7074468776818137,-1.6792877879579011,-1.6719491203959558,-1.677432161538555,0.16860484480052929
-1.6698287135745065,-1.7033912054124694,-1.6708626890653384,-1.7069779337488844,-1.711471733499786,0.8905779421877387
-1.709483806480824,-1.7201817480168171,-1.692503426715625,-1.7179448718332195,-1.7221291764257871,0.17559910206721385
-1.69525712863186,-1.7185593800936432,-1.6715236096402637,-1.686026134160132,-1.6911122856825644,-0.058276286985070896
-1.6733447111465871,-1.693901070923814,-1.6474877280910682,-1.6574627415467125,-1.6633548749173426,0.4594559250701885
-1.6658224076333152,-1.6916299043545246,-1.6392279853759089,-1.6751408692806884,-1.6805342752520038,-0.02230480042965014
-1.6544574838226873,-1.6837618902504528,-1.6284077425844374,-1.6658925652112093,-1.6715471628197487,-0.18324416043639558
-1.6598536206116885,-1.6872497089928273,-1.6421189457396834,-1.6533705892869537,-1.6593782543908828,-0.13609900854379944
-1.6408029571647518,-1.6566700291958625,-1.6266732671931101,-1.660900259341577,-1.6666955359048348,0.6152228210717453
-1.7241194489185778,-1.7504371522600197,-1.7310762840377074,-1.7375052297569868,-1.741137522457354,0.8903207478449393
-1.7033515833361603,-1.6966588983623374,-1.670697584955279,-1.6659744881812533,-1.6716258459520248,0.8955717990104277
-1.6064624077463163,-1.6200065934562904,-1.594790529237576,-1.6115489130794929,-1.6187375423132726,1.8599648530607031
-1.6384317610163248,-1.65050532813411,-1.6165136929092203,-1.6153955461942722,-1.6224761151411322,0.26168061974472423
-1.6352431347319152,-1.6619423536382922,-1.7029105311309323,-1.7329220392072693,-1.736683058019643,1.5627482128067578
-1.7712150025162496,-1.736485629751931,-1.7530472299081128,-1.7398787480018896,-1.743443812490068,1.101941681957773
-1.6811938869059329,-1.6866006628081214,-1.6588035352800619,-1.6564806649667947,-1.6624006858211695,0.4380230631702357
-1.614066554081506,-1.6450706183762085,-1.6148616435392509,-1.6352014232630188,-1.641721759508135,0.12028802979073572
-1.6218338870189342,-1.641339469199217,-1.6040414007477795,-1.604428608109937,-1.611818672215131,-0.11906702762063696
-1.6234692463324971,-1.6561021756688925,-1.6227084999455899,-1.6468232455774008,-1.646975045079239,0.09987680097468069
-1.6904331430338873,-1.6711082125731853,-1.656986381800033,-1.634383192623189,-1.634857842708726,-0.04899585778239134
-1.6134123105477614,-1.6520465033995482,-1.6168441531966828,-1.6502607633722652,-1.6503236992738197,-0.3173638659190001
-1.6308278642019338,-1.625116780121839,-1.5940471826412927,-1.5881416722757937,-1.5898156211903651,0.02926266530163625
-1.6085883249497885,-1.633228124660528,-1.578518826006018,-1.6072112416747546,-1.6083903357373885,-0.3097837770937168
-1.604091461118688,-1.6351747681374642,-1.5826486973635976,-1.606556357444708,-1.6077523778966487,-0.5711575279636409
-1.6807851718379414,-1.6857085337273892,-1.6507091487423056,-1.6552530692418976,-1.6551860670607585,0.7222728219747095
